DatasetID,year1,author1,DATA (B) 0.1,ERR-1 (PER-CENT) 0.955,ERR-2 (PER-CENT) 0.955,ERR-DIG (B) 0.955,EN (EV) 1.1,EN-ERR-DIG (EV) 1.955,zaTarg1,Targ1,Proj,Emission,Prod,MF,MT,ReacType,Quant1,nx,indVars,Reacode
D6089002,1967,K.K.Sekharan+,0.13988,12,2,5.0e-4,5.2144e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.14298,12,2,5.0e-4,5.2283e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.14468,12,2,5.0e-4,5.2703e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.1416,12,2,5.0e-4,5.2874e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.1388,12,2,5.0e-4,5.2988e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.13375,12,2,5.0e-4,5.3047e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.12562,12,2,5.0e-4,5.3389e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.1245,12,2,5.0e-4,5.353e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.12759,12,2,5.0e-4,5.3613e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.13996,12,2,5.0e-4,5.369e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.15738,12,2,5.0e-4,5.3737e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.19477,12,2,5.0e-4,5.3969e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.18494,12,2,5.0e-4,5.4059e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.1737,12,2,5.0e-4,5.4121e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.14785,12,2,5.0e-4,5.4136e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.131,12,2,5.0e-4,5.4173e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.13326,12,2,5.0e-4,5.4453e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.13889,12,2,5.0e-4,5.4562e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.1476,12,2,5.0e-4,5.4726e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.1566,12,2,5.0e-4,5.4749e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.16587,12,2,5.0e-4,5.4773e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.17795,12,2,5.0e-4,5.4822e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.19313,12,2,5.0e-4,5.4954e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.20101,12,2,5.0e-4,5.5091e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.20832,12,2,5.0e-4,5.5199e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
D6089002,1967,K.K.Sekharan+,0.21254,12,2,5.0e-4,5.5337e+6,5000,6013,6-C-13,A,N,8-O-16,3,4,CS,CS,1,2,"6-C-13(A,N)8-O-16,,SIG"
